数量,ISBN,非卖,位置,书名,定价,出版社,作者,出版时间,语言,一级分类,二级分类,简介,推荐人,渠道,绝版
1,9.78756E+12,,,城市漂流：关于三个城市的十二个建筑思考,165,广西师范大学出版社,阮庆岳,May-04,,,,西雅图 SEATTLE 摇滚乐博物馆／弗兰克·盖里     盖里能勇于率先脱离钢与玻璃有如金箍圈般长久以来对技术与美学的限制，使现代建筑得以从几乎已经令人动弹不得的某种当代美学限制里豁然脱身，让建筑美学思考的可能开了一扇大窗，的确是功德无量令人敬佩。至于营造技术在形成建筑美学时显现出来的笨拙、不合理与昂贵，究竟是不是建筑师应当思考的问题与责任？或足本就是属于营造方法与新材料、技术发明者赶不上时代脚步的错，根本就是与设计者无关的呢？ 贝利夫美术馆／斯蒂文·霍尔西雅图 SEATTLE 摇滚乐博物馆／弗兰克·盖里     盖里能勇于率先脱离钢与玻璃有如金箍圈般长久以来对技术与美学的限制，使现代建筑得以从几乎已经令人动弹不得的某种当代美学限制里豁然脱身，让建筑美学思考的可能开了一扇大窗，的确是功德无量令人敬佩。至于营造技术在形成建筑美学时显现出来的笨拙、不合理与昂贵，究竟是不是建筑师应当思考的问题与责任？或足本就是属于营造方法与新材料、技术发明者赶不上时代脚步的错，根本就是与设计者无关的呢？ 贝利夫美术馆／斯蒂文·霍尔     霍尔可能是现代建筑*善利用自然光线的几位建筑师之一，他称阳光的丰富性有如交响乐般层次丰饶，我们实应善用并借着它来显现空间的优美品质。但是和另一位也同样善用阳光的建筑师路易斯·康所不同的是，康多半是以阳光深重的强烈明暗对比，来显露空间中崇高得近乎宗教的个性，霍尔则惯常在接以阳光在空间里的直射、折射与反射亮面的效果（而非阴影），来陈述他对空间模糊暖昧诗意的捕捉，也往往能同时显示出一种相较之下更有人性的仿宗教性性格来。 纽约 NEW YORK “Comme des Garcons”／川久保玲     川久保玲很清楚她并不是在为所有的人设计服装，她是为那些敢与她同样走在时代最前端的人设计衣服的，而如何维持住自己永远是浪潮中最前端的水波，是她工作中动力的来源与挑战。这种挑战（也是近了叛逆的自毁）精神，在她的作品中屡屡可见，例如70年代时她大胆选用当时的禁色“黑”为主色，当时在一场名为“Red is Black”的发布会中，她以《圣经》中对“惧怕”的感觉为构想主轴，以7种不同的黑色来展现她对服装美的看法，并同时来挑战禁忌所能达到的极致。 莱赫曼·墨水画廊／雷姆·库哈斯     库哈斯基本上是20世纪现代建筑长期以来少见的能以诚实无惧态度面对社会真实现状的嘹亮新声音；在他之前的现代主义诸大将面对现实社会时显得有些清高离世，似乎有红尘不染的洁癖姿态，而随后的后现代主义群雄，虽然决定跃身与现实对舞相呼应，却选择了以历史糖衣包装商品的不痛不痒的手法，令人对其究竟是在卖笑或是卖身混淆难分，也自然难于给予任何诚恳的敬意了。     库哈斯对于现实环境的不拒不离，甚至勇于投身去改造的态度，使他有着迥异于前人的身姿；以他对资本主义架构下的商业形态为例，他虽未必赞同这样的价值系统，却也一样保持着勇于投身尝试的态度…… 哥伦比亚大学学生活动中心／屈米     屈米在哥伦比亚大学校园内的这个设计案，从一开始就备受期待与瞩目，一方面是因为基地所在是作为美国教育重镇的哥伦比亚大学，另外则是建筑界也以好奇的目光，等待屈米推出另一代表性建筑作品，他在这样的压力下，似乎就显得有些进退失据，甚至显现出有些过度理性与感性飘逸迷人魅力的不足了。 芝加哥CHICAGO  罗比住宅／赖特     赖特的建筑形式与风格，虽然是他最为人所讨论并引为称誉之所在，但事实上他的建筑手法在整个20世纪对后继者的影响力，是远远比不上其他欧陆的现代主义大师的。赖特真正的价值，可能反而是他的建筑具有一种本分性格，他真实地显现出一个建筑师如何以自身所熟悉并具真实生命力的材料，在依循机能的需求下、反映出当下环境的现实性与这样现实性中的美感可能，并在其中寻求生命个体与宇宙自然和谐关系的坚持态度。     ……     在赖特的理念中，早要使每一个人都有充分的土地、空气和阳光，使人的价值能在其与自然的互动中重新建立，不至于使人成为都市中一个失去价值意义的符码。,,,
4,9.78756E+12,,,异物感,88,同济大学出版社,金秋野  著,May-17,,,,本书收录《莫诺尔：勒·柯布西耶作品中的简形拱母题与反地域性乡土建筑》《重逢阿尔托》《地上的乐园》《凝视与一瞥》《香港随感录》《感觉的尺度——建筑教育三问》等文章。,,,
8,9.78756E+12,,,空中读城,80,同济大学出版社,李振宇（著）,May-16,,,,　　《空中读城》是同济大学建筑与城市规划学院院长李振宇的一本城市摄影图集，全书共收录五十五座城市，以五大洲划分章节，共计三百四十五张精选照片。十五年来，作者往来于世界各地，用普通单反相机在普通民航飞机起飞和降落的瞬间俯拍城市。然而，作者的学术背景又使得这一行为变得不普通，本书详细记述了作者的“空中读城”之道。,,,
6,9.78756E+12,,,村史留痕,69,同济大学出版社,孙庆忠主编,Dec-14,,,,本书介绍了陕西佳县泥河沟村的历史。全书透过村民的生活叙事，透过搜集的老照片、老物件、老文书，让读者直接触摸陕西佳县泥河沟村的村落民俗文化。,,,
5,9.78756E+12,,,乡村记忆,129,同济大学出版社,孙庆忠主编,Dec-14,,,,本书用照片的形式记录了传统村落陕西佳县泥河沟村所呈现的自然生态和人文景观，分为黄河青山、枣佑千年、如在其上、时有存焉四部分内容。,,,
5,9.78756E+12,,,枣缘社会,89,同济大学出版社,孙庆忠主编,Jan-18,,,,本书内容包括：世外枣园、卧虎藏龙、余香犹存、窑洞镜像、奈何离乡、学堂记忆、激情岁月等。,,,
1,9.78756E+12,,,多快好省博物馆,46.86,同济大学出版社,张永和,Jan-21,,,,,,,
7,9.78756E+12,,,南极记忆,533.01,同济大学出版社,郝洛西,Oct-13,,,,　　《南极记忆》由资深极地科学家以其丰富学识和亲身经历，对南极洲的自然地理、环境生态、科学价值与历史人文等进行了全方位的介绍，尤其从旅游的角度对南极不同地区的景观特色和观光要览，经典旅游线路，相应的知识储备，野外探险安全和旅游环境保护等诸多方面加以详尽介绍。《南极记忆》内容丰富、资料翔实，语言流畅、图文并茂，集知识性、趣味性与科学性于一体，为不可多得的新颖南极科普书。,,,
1,,,,潘翼联合建筑师事务所,,同济大学出版社,,,,,,,,,
26,9.78756E+12,,,SMART智慧平台——成功度假地产攻略,120,同济大学出版社,SMART度假地产专家委员会 编,Aug-14,,,,本书集结了2014年MART度假地产大会大会演讲嘉宾的精彩发言、观点和研究，内容涉及：战略与规划、管理与市场、艺术与设计、研究与标准化、教育与培训五个方面。,,,
4,9.78756E+12,,,上海邬达克建筑地图,56,同济大学出版社,华霞虹（著）乔争月（著）,Jan-13,,,,　　《上海邬达克建筑地图》的中文作者华霞虹博士近14年来一直在研究邬达克和他的建筑，国内研究者众多，无出其右。《上海邬达克建筑地图》将邬达克作品的精华，也是上海近代建筑的一部分精华极好地展示给读者。认识邬达克，也是认识上海城市的历史和未来。,,,
1,9.78756E+12,,,上海里弄文化地图：石库门,42,同济大学出版社,姜庆共（著）席闻雷（著）,Mar-12,,,,　　漫步石库门里弄民居,,,
2,9.78756E+12,,,上海杂货铺,48,同济大学出版社,周祺著,Aug-13,,,,,,,
3,9.78756E+12,,,上海教堂建筑地图,58,同济大学出版社,周进（著）蔡青^梁瀚杰（译）,Dec-14,,,,　　《上海教堂建筑地图》是“城市行走”书系的一种，介绍上海的基督教教堂建筑，这是上海这一东方大都市独特的历史人文积淀之一。上海早在1609年就已建成第一座建堂，并在1840年开埠后一度掀起教堂建筑高峰，为现在的城市留下了几十座优秀的近现代教堂建筑。目前上海的教堂建设仍在继续。,,,
1,9.78756E+12,,,王澍建筑地图,42,同济大学出版社,城市行走编委会,Aug-12,,,,《王澍建筑地图》从行走者的视角出发，以城市为主线，将主要分布在江浙一带的王澍建筑作品做了尽可能完整的条理、介绍和展示，包括上海、苏州、南京、杭州、宁波、海宁、金华、东莞八个城市的14处建筑，详细到省份、城市和建筑物所在地的多层地图，加以简单的建筑物背景介绍、90幅接近原貌的介绍性图片、简短的点评性说明文字（全部采自王澍历年来发表的谈论他自己作品的文章），以期客观展现王澍建筑作为公共存在的面貌，方便读者了解和进一步游览。,,,
1,9.78756E+12,,,上海外滩建筑地图,48,同济大学出版社,乔争月（著）张雪飞（著）,Nov-15,,,,　　《上海外滩建筑地图》属于“城市行走书系”，是一本讲述上海外滩建筑的图书。《上海外滩建筑地图》语言通俗易懂、图文并茂，作者以“故事化”的形式，向广大读者介绍了上海中山东一路的26栋建筑以及信号塔、外白渡桥、百老汇大厦等城市标识。,,,
3,9.78756E+12,,,上海张爱玲文学地图,62.17,同济大学出版社,淳子（著）王桢栋（著）冯宏（著）营光学社（著）须勤（著）,May-19,,,,城市与文学的关系，向来如缠枝绕藤，密不可分。城市孕养文学，文学又成就城市。当上海独特的城市精神叠加张爱玲的惊世才情，两相邂逅便谱写成一段传奇。生命的前三十年，张爱玲几乎都在上海度过。她与这座城早已血脉交融。她爱这座城市的兼收并蓄，她爱这座城市在侵略下仍然没有失去自性的不屈，她更爱这座城的人那种实实在在的对生活的热爱。她写上海人的故事，又写别处的故事给上海人;她在普通人里寻找着传奇，也将自己这段传奇留待人们传述。她的足迹遍布城市的街巷角落，上海的历史空间也由此铺陈开来。 66年后的今天，《上海张爱玲文学地图》重新跟随她的文字，重走她的人生。圣玛利亚女校、开纳公寓、爱丁顿公寓、重华公寓和卡尔登公寓，张爱玲在上海的5处重要居所，从如今的地铁中山公园站到人民广场站，相连构成城市空间漫步1条主线、3段副线，牵起4个区间，共收录30处地点。全书中英双语 手绘插图、图解、地图 实景照片 历史图片城市与文学的关系，向来如缠枝绕藤，密不可分。城市孕养文学，文学又成就城市。当上海独特的城市精神叠加张爱玲的惊世才情，两相邂逅便谱写成一段传奇。生命的前三十年，张爱玲几乎都在上海度过。她与这座城早已血脉交融。她爱这座城市的兼收并蓄，她爱这座城市在侵略下仍然没有失去自性的不屈，她更爱这座城的人那种实实在在的对生活的热爱。她写上海人的故事，又写别处的故事给上海人;她在普通人里寻找着传奇，也将自己这段传奇留待人们传述。她的足迹遍布城市的街巷角落，上海的历史空间也由此铺陈开来。 66年后的今天，《上海张爱玲文学地图》重新跟随她的文字，重走她的人生。圣玛利亚女校、开纳公寓、爱丁顿公寓、重华公寓和卡尔登公寓，张爱玲在上海的5处重要居所，从如今的地铁中山公园站到人民广场站，相连构成城市空间漫步1条主线、3段副线，牵起4个区间，共收录30处地点。全书中英双语 手绘插图、图解、地图 实景照片 历史图片另附1张彩色全景手绘大地图,,,
